DateTimeUTC,temp_01ft,temp_05ft,temp_10ft,temp_40ft,temp_70ft
"2025-12-23 03:00:00","56.66823","55.4747","55.38465","54.88251","54.41548"
"2025-12-23 03:00:00","368.409407"
"2025-12-23 03:15:00","56.66212","55.46707","55.40907","54.8932","54.42007"
"2025-12-23 03:15:00","368.4017688"
"2025-12-23 03:30:00","56.66518","55.49607","55.39381","54.8932","54.38801"
"2025-12-23 03:30:00","368.4035877"
"2025-12-23 03:45:00","56.68655","55.48539","55.39228","54.8993","54.46585"
"2025-12-23 03:45:00","368.3979493"
"2025-12-23 04:00:00","56.68502","55.47623","55.45333","54.85352","54.44296"
"2025-12-23 04:00:00","368.4026785"
"2025-12-23 04:15:00","56.65755","55.49607","55.39534","54.89777","54.47959"
"2025-12-23 04:15:00","368.4068609"
"2025-12-23 04:30:00","56.69875","55.49759","55.39076","54.94051","54.49179"
"2025-12-23 04:30:00","368.4026785"
"2025-12-23 04:45:00","56.65144","55.50064","55.36786","54.92983","54.50706"
"2025-12-23 04:45:00","368.3914029"
"2025-12-23 05:00:00","56.65907","55.49302","55.42892","54.93135","54.49179"
"2025-12-23 05:00:00","368.4041333"
"2025-12-23 05:15:00","56.67739","55.48691","55.42587","54.80162","54.51927"
"2025-12-23 05:15:00","368.4017688"
"2025-12-23 05:30:00","56.69112","55.48081","55.44418","54.94509","54.53606"
"2025-12-23 05:30:00","368.3961309"
"2025-12-23 05:45:00","56.68655","55.48996","55.49912","54.95272","54.57574"
"2025-12-23 05:45:00","368.4019508"
"2025-12-23 06:00:00","56.65755","55.51133","55.50828","54.98325","54.56811"
"2025-12-23 06:00:00","368.4064974"
"2025-12-23 06:15:00","56.62244","55.48233","55.5327","54.93746","54.5559"
"2025-12-23 06:15:00","368.4023144"
"2025-12-23 06:30:00","56.66212","55.5037","55.50828","54.97562","54.51163"
"2025-12-23 06:30:00","368.4084978"
"2025-12-23 06:45:00","56.64533","55.47318","55.53575","54.94662","54.5269"
"2025-12-23 06:45:00","368.3954038"
"2025-12-23 07:00:00","56.63923","55.48996","55.55865","54.8993","54.49179"
"2025-12-23 07:00:00","368.4014052"
"2025-12-23 07:15:00","56.66976","55.50675","55.5617","55.00156","54.47348"
"2025-12-23 07:15:00","368.4030421"
"2025-12-23 07:30:00","56.63618","55.48081","55.55102","54.98477","54.49179"
"2025-12-23 07:30:00","368.4070425"
"2025-12-23 07:45:00","56.62244","55.4747","55.56017","54.96646","54.42464"
"2025-12-23 07:45:00","368.3966766"
"2025-12-23 08:00:00","56.62092","55.46402","55.53575","55.00614","54.39259"
"2025-12-23 08:00:00","1361544.45626859"
"2025-12-23 08:00:00","368.4003139"
"2025-12-23 08:15:00","56.60871","55.43655","55.56017","54.89472","54.38649"
"2025-12-23 08:15:00","368.4019508"
"2025-12-23 08:30:00","56.65297","55.48539","55.56475","54.99698","54.38191"
"2025-12-23 08:30:00","368.3994047"
"2025-12-23 08:45:00","56.6316","55.47318","55.55865","55.03209","54.35443"
"2025-12-23 08:45:00","368.3997683"
"2025-12-23 09:00:00","56.59345","55.49759","55.51897","55.01987","54.27964"
"2025-12-23 09:00:00","368.3994047"
"2025-12-23 09:15:00","56.63313","55.46249","55.54797","55.03819","54.29797"
"2025-12-23 09:15:00","368.3955853"
"2025-12-23 09:30:00","56.65755","55.43197","55.56781","55.03666","54.31322"
"2025-12-23 09:30:00","368.4023144"
"2025-12-23 09:45:00","56.61634","55.45333","55.5327","55.01225","54.25676"
"2025-12-23 09:45:00","368.3915844"
"2025-12-23 10:00:00","56.64992","55.46249","55.54949","55.03819","54.23691"
"2025-12-23 10:00:00","368.4099527"
"2025-12-23 10:15:00","56.63618","55.49607","55.51897","55.05956","54.22776"
"2025-12-23 10:15:00","368.3990406"
"2025-12-23 10:30:00","56.6377","55.45028","55.56322","55.01225","54.24455"
"2025-12-23 10:30:00","368.3874014"
"2025-12-23 10:45:00","56.59345","55.43349","55.53728","54.96798","54.16518"
"2025-12-23 10:45:00","368.3955853"
"2025-12-23 11:00:00","56.61787","55.47165","55.52812","54.99851","54.22318"
"2025-12-23 11:00:00","368.3946761"
"2025-12-23 11:15:00","56.60871","55.35413","55.54338","55.00767","54.22012"
"2025-12-23 11:15:00","368.3992227"
"2025-12-23 11:30:00","56.61939","55.45791","55.50217","55.00919","54.19723"
"2025-12-23 11:30:00","368.4003139"
"2025-12-23 11:45:00","56.57818","55.44723","55.54491","54.97256","54.20486"
"2025-12-23 11:45:00","368.3966766"
"2025-12-23 12:00:00","56.58276","55.42281","55.51286","55.00309","54.14076"
"2025-12-23 12:00:00","368.3983129"
"2025-12-23 12:15:00","56.57818","55.42587","55.56628","54.95578","54.16824"
"2025-12-23 12:15:00","368.3972222"
"2025-12-23 12:30:00","56.56597","55.40755","55.54797","54.92219","54.18044"
"2025-12-23 12:30:00","368.4032241"
"2025-12-23 12:45:00","56.60718","55.45639","55.49759","54.92525","54.14686"
"2025-12-23 12:45:00","368.4124988"
"2025-12-23 13:00:00","56.58886","55.45639","55.48539","54.92678","54.17129"
"2025-12-23 13:00:00","368.4052241"
"2025-12-23 13:15:00","56.56292","55.3816","55.50064","54.86572","54.17281"
"2025-12-23 13:15:00","368.407406"
"2025-12-23 13:30:00","56.5736","55.4045","55.4747","54.8932","54.22318"
"2025-12-23 13:30:00","368.4059518"
"2025-12-23 13:45:00","56.58429","55.40755","55.48844","54.8932","54.26896"
"2025-12-23 13:45:00","368.3974043"
"2025-12-23 14:00:00","56.57208","55.34955","55.43044","54.91456","54.18044"
"2025-12-23 14:00:00","368.4015872"
"2025-12-23 14:15:00","56.55376","55.43044","55.46555","54.89472","54.12245"
"2025-12-23 14:15:00","368.4019508"
"2025-12-23 14:30:00","56.54002","55.39381","55.46096","54.85504","54.16213"
"2025-12-23 14:30:00","368.400496"
"2025-12-23 14:45:00","56.5675","55.36786","55.41976","54.85962","54.12397"
"2025-12-23 14:45:00","368.3983129"
"2025-12-23 15:00:00","56.54613","55.40144","55.37703","54.87946","54.13008"
"2025-12-23 15:00:00","368.3983129"
"2025-12-23 15:15:00","56.52018","55.39992","55.38313","54.84893","54.18349"
"2025-12-23 15:15:00","368.398677"
"2025-12-23 15:30:00","56.52171","55.36023","55.37703","54.78941","54.20181"
"2025-12-23 15:30:00","368.398677"
"2025-12-23 15:45:00","56.5385","55.39992","55.40144","54.77262","54.10412"
"2025-12-23 15:45:00","368.3964945"
"2025-12-23 16:00:00","56.5385","55.34497","55.39381","54.74821","54.18044"
"2025-12-23 16:00:00","368.3994047"
"2025-12-23 16:15:00","56.51408","55.3694","55.43044","54.78026","54.21249"
"2025-12-23 16:15:00","368.3864922"
"2025-12-23 16:30:00","56.48355","55.31902","55.42433","54.8062","54.19876"
"2025-12-23 16:30:00","368.4015872"
"2025-12-23 16:45:00","56.4164","55.34497","55.40907","54.86572","54.24912"
"2025-12-23 16:45:00","368.3999504"
"2025-12-23 17:00:00","56.52018","55.28697","55.41212","54.84741","54.22928"
"2025-12-23 17:00:00","368.4012231"
"2025-12-23 17:15:00","56.51255","55.36634","55.40297","54.87031","54.16518"
"2025-12-23 17:15:00","368.3930392"
"2025-12-23 17:30:00","56.5385","55.36634","55.41518","54.89625","54.15602"
"2025-12-23 17:30:00","368.4019508"
"2025-12-23 17:45:00","56.52477","55.36634","55.39687","54.8642","54.21249"
"2025-12-23 17:45:00","368.4101342"
"2025-12-23 18:00:00","56.55071","55.37091","55.43655","54.88251","54.18502"
"2025-12-23 18:00:00","368.4084978"
"2025-12-23 18:15:00","56.5675","55.41976","55.42587","54.90541","54.27049"
"2025-12-23 18:15:00","368.413408"
"2025-12-23 18:30:00","56.61939","55.34039","55.43197","54.87794","54.23081"
"2025-12-23 18:30:00","368.4123173"
"2025-12-23 18:45:00","56.66823","55.37397","55.42587","54.8932","54.25065"
"2025-12-23 18:45:00","368.3912208"
"2025-12-23 19:00:00","56.63007","55.39381","55.43655","54.68715","54.26133"
"2025-12-23 19:00:00","368.4159541"
"2025-12-23 19:15:00","56.57971","55.35871","55.41212","54.85199","54.22165"
"2025-12-23 19:15:00","368.4183181"
"2025-12-23 19:30:00","56.61023","55.4106","55.37703","54.89625","54.29033"
"2025-12-23 19:30:00","368.4021323"
"2025-12-23 19:45:00","56.58276","55.40297","55.42587","54.91609","54.32391"
"2025-12-23 19:45:00","368.4054061"
"2025-12-23 20:00:00","56.54156","55.43807","55.32666","54.96798","54.32238"
"2025-12-23 20:00:00","368.3943125"
"2025-12-23 20:15:00","56.52934","55.41212","55.38618","54.96493","54.32849"
"2025-12-23 20:15:00","368.4044969"
"2025-12-23 20:30:00","56.61939","55.42433","55.46707","54.97867","54.26744"
"2025-12-23 20:30:00","368.4104983"
"2025-12-23 20:45:00","56.6255","55.44723","55.49607","55.0214","54.12397"
"2025-12-23 20:45:00","368.3988591"
"2025-12-23 21:00:00","56.64228","55.45486","55.48233","54.98477","53.96371"
"2025-12-23 21:00:00","368.3966766"
"2025-12-23 21:15:00","56.6957","55.46555","55.33429","55.06566","53.90724"
"2025-12-23 21:15:00","368.415772"
"2025-12-23 21:30:00","56.69112","55.4686","55.49302","55.10382","53.86145"
"2025-12-23 21:30:00","368.4166818"
"2025-12-23 21:45:00","56.6957","55.47318","55.52965","55.1313","53.88282"
"2025-12-23 21:45:00","368.4023144"
"2025-12-23 22:00:00","56.67739","55.4747","55.51743","55.10992","53.79887"
"2025-12-23 22:00:00","368.4248657"
"2025-12-23 22:15:00","56.72165","55.51133","55.42433","55.12671","53.84008"
"2025-12-23 22:15:00","368.4123173"
"2025-12-23 22:30:00","56.67892","55.5037","55.47928","55.12977","53.84008"
"2025-12-23 22:30:00","368.4077707"
"2025-12-23 22:45:00","56.69875","55.44418","55.5098","55.13435","53.83245"
"2025-12-23 22:45:00","368.4164992"
"2025-12-23 23:00:00","56.67281","55.47776","55.54491","55.12214","53.71493"
"2025-12-23 23:00:00","368.407406"
"2025-12-23 23:15:00","56.64228","55.46096","55.53117","55.15114","53.7073"
"2025-12-23 23:15:00","368.4054061"
"2025-12-23 23:30:00","56.62092","55.4747","55.54643","55.1374","53.70272"
"2025-12-23 23:30:00","368.4068609"
"2025-12-23 23:45:00","56.62092","55.47318","55.5037","54.97409","53.68593"
"2025-12-23 23:45:00","368.4057697"
"2025-12-24 00:00:00","56.60718","55.45181","55.5037","54.97562","53.6722"
"2025-12-24 00:00:00","368.4039513"
"2025-12-24 00:15:00","56.63618","55.46096","55.47928","54.90846","53.67067"
"2025-12-24 00:15:00","368.4021323"
"2025-12-24 00:30:00","56.57055","55.42892","55.45791","54.79247","53.64167"
"2025-12-24 00:30:00","368.4032241"
"2025-12-24 00:45:00","56.55376","55.46249","55.48539","54.74362","53.64472"
"2025-12-24 00:45:00","368.3994047"
"2025-12-24 01:00:00","56.59192","55.44418","55.49302","54.66426","53.55926"
"2025-12-24 01:00:00","368.4008596"
"2025-12-24 01:15:00","56.5095","55.43044","55.53423","54.67647","53.66304"
"2025-12-24 01:15:00","368.4019508"
"2025-12-24 01:30:00","56.57971","55.41365","55.45944","54.63374","53.59741"
"2025-12-24 01:30:00","368.4012231"
"2025-12-24 01:45:00","56.5385","55.39534","55.50675","54.533","53.52872"
"2025-12-24 01:45:00","368.407406"
"2025-12-24 02:00:00","56.55682","55.42739","55.37245","54.55285","53.57452"
"2025-12-24 02:00:00","368.4023144"
"2025-12-24 02:15:00","56.47898","55.42739","55.48844","54.40633","53.6142"
"2025-12-24 02:15:00","368.3941305"
"2025-12-24 02:30:00","56.55682","55.39687","55.48386","54.37885","53.5913"
"2025-12-24 02:30:00","368.4028595"
"2025-12-24 02:45:00","56.51866","55.39687","55.4747","54.34986","53.57299"
"2025-12-24 02:45:00","368.4061338"
"2025-12-24 03:00:00","56.51561","55.39228","55.43349","54.37733","53.50431"
"2025-12-24 03:00:00","368.3974043"
"2025-12-24 03:15:00","56.52171","55.39228","55.46707","54.45974","53.66609"
"2025-12-24 03:15:00","368.4037692"
"2025-12-24 03:30:00","56.55224","55.33582","55.43044","54.39717","53.66914"
"2025-12-24 03:30:00","368.4077707"
"2025-12-24 03:45:00","56.51255","55.3526","55.41976","54.50858","53.63709"
"2025-12-24 03:45:00","368.4050425"
"2025-12-24 04:00:00","56.56597","55.37397","55.43197","54.49332","53.70578"
"2025-12-24 04:00:00","368.4050425"
"2025-12-24 04:15:00","56.50187","55.33582","55.42587","54.46432","53.72256"
"2025-12-24 04:15:00","368.4015872"
"2025-12-24 04:30:00","56.52018","55.36023","55.42128","54.43685","53.71798"
"2025-12-24 04:30:00","368.4052241"
"2025-12-24 04:45:00","56.47287","55.37397","55.41518","54.47805","53.71188"
"2025-12-24 04:45:00","368.3886752"
"2025-12-24 05:00:00","56.49424","55.38465","55.38771","54.50248","53.70883"
"2025-12-24 05:00:00","368.4034057"
"2025-12-24 05:15:00","56.37214","55.34192","55.38008","54.42007","53.73477"
"2025-12-24 05:15:00","368.3959494"
"2025-12-24 05:30:00","56.51561","55.34955","55.37397","54.39259","53.72104"
"2025-12-24 05:30:00","368.3997683"
"2025-12-24 05:45:00","56.48203","55.29766","55.28697","54.34528","53.74393"
"2025-12-24 05:45:00","368.4050425"
"2025-12-24 06:00:00","56.47287","55.2946","55.3465","54.36817","53.70883"
"2025-12-24 06:00:00","368.4043149"
"2025-12-24 06:15:00","56.40724","55.31139","55.30071","54.34222","53.73172"
"2025-12-24 06:15:00","368.3950402"
"2025-12-24 06:30:00","56.44082","55.26866","55.29308","54.29491","53.73019"
"2025-12-24 06:30:00","368.3995868"
"2025-12-24 06:45:00","56.42097","55.25798","55.19998","54.30407","53.73782"
"2025-12-24 06:45:00","368.4044969"
"2025-12-24 07:00:00","56.41029","55.23508","55.14198","54.17739","53.73019"
"2025-12-24 07:00:00","368.4050425"
"2025-12-24 07:15:00","56.40572","55.19846","55.2473","54.15145","53.67067"
"2025-12-24 07:15:00","368.398677"
"2025-12-24 07:30:00","56.37214","55.21524","55.19693","54.20181","53.64931"
"2025-12-24 07:30:00","368.4035877"
"2025-12-24 07:45:00","56.30041","55.18166","55.11145","54.10871","53.65541"
"2025-12-24 07:45:00","368.3954038"
"2025-12-24 08:00:00","56.29583","55.13588","55.09467","54.1896","53.6722"
"2025-12-24 08:00:00","1365644.99291022"
"2025-12-24 08:00:00","368.3830369"
"2025-12-24 08:15:00","56.27751","55.11755","55.15419","54.17892","53.66762"
"2025-12-24 08:15:00","368.4043149"
"2025-12-24 08:30:00","56.25309","55.11755","55.16335","54.15755","53.47684"
"2025-12-24 08:30:00","368.4055876"
"2025-12-24 08:45:00","56.23325","55.10687","55.1145","54.17587","53.63251"
"2025-12-24 08:45:00","368.4054061"
"2025-12-24 09:00:00","56.2302","55.07329","55.16793","54.16365","53.63709"
"2025-12-24 09:00:00","368.4003139"
"2025-12-24 09:15:00","56.21341","55.06872","55.10687","54.11634","53.65694"
"2025-12-24 09:15:00","368.3964945"
"2025-12-24 09:30:00","56.21494","55.04277","55.1084","54.09344","53.6432"
"2025-12-24 09:30:00","368.4043149"
"2025-12-24 09:45:00","56.20425","55.06261","55.09467","54.12245","53.60657"
"2025-12-24 09:45:00","368.3954038"
"2025-12-24 10:00:00","56.2302","55.05498","55.12977","54.03392","53.64777"
"2025-12-24 10:00:00","368.3988591"
"2025-12-24 10:15:00","56.21494","55.04429","55.12366","54.09955","53.63404"
"2025-12-24 10:15:00","368.400496"
"2025-12-24 10:30:00","56.18288","55.0504","55.09618","54.08123","53.61878"
"2025-12-24 10:30:00","368.3975858"
"2025-12-24 10:45:00","56.19815","55.03056","55.1084","54.08886","53.62946"
"2025-12-24 10:45:00","368.3943125"
"2025-12-24 11:00:00","56.15083","55.03971","55.05193","54.15755","53.71646"
"2025-12-24 11:00:00","368.4006775"
"2025-12-24 11:15:00","56.17373","54.99698","55.02445","54.08123","53.64167"
"2025-12-24 11:15:00","368.3932213"
"2025-12-24 11:30:00","56.16151","55.01987","55.01072","54.0034","53.64777"
"2025-12-24 11:30:00","368.3981319"
"2025-12-24 11:45:00","56.15693","54.96035","54.98019","53.99728","53.57605"
"2025-12-24 11:45:00","368.4106804"
"2025-12-24 12:00:00","56.13404","54.98935","54.97867","54.02476","53.66304"
"2025-12-24 12:00:00","368.407406"
"2025-12-24 12:15:00","56.11726","54.92219","54.97409","54.04765","53.69967"
"2025-12-24 12:15:00","368.4012231"
"2025-12-24 12:30:00","56.13709","54.91761","54.98172","54.00186","53.6142"
"2025-12-24 12:30:00","368.4064974"
"2025-12-24 12:45:00","56.05773","54.9283","54.98935","54.03239","53.62946"
"2025-12-24 12:45:00","368.3992227"
"2025-12-24 13:00:00","56.06231","54.88709","54.92525","54.05681","53.68898"
"2025-12-24 13:00:00","368.3968586"
"2025-12-24 13:15:00","56.0211","54.85962","54.91609","54.08276","53.64777"
"2025-12-24 13:15:00","368.4044969"
"2025-12-24 13:30:00","56.00431","54.87031","54.94509","54.20181","53.63099"
"2025-12-24 13:30:00","368.3941305"
"2025-12-24 13:45:00","56.01652","54.85962","54.9573","54.20028","53.66914"
"2025-12-24 13:45:00","368.3941305"
"2025-12-24 14:00:00","56.04704","54.88862","54.92678","54.27659","53.66304"
"2025-12-24 14:00:00","368.3964945"
"2025-12-24 14:15:00","56.0272","54.90541","54.97867","54.3758","53.62488"
"2025-12-24 14:15:00","368.3906752"
"2025-12-24 14:30:00","56.05468","54.88404","54.96798","54.58184","53.67372"
"2025-12-24 14:30:00","368.3919479"
"2025-12-24 14:45:00","56.01957","54.87336","54.95578","54.60779","53.71493"
"2025-12-24 14:45:00","368.3934028"
"2025-12-24 15:00:00","56.0272","54.89472","54.93593","54.67647","54.00034"
"2025-12-24 15:00:00","368.3910387"
"2025-12-24 15:15:00","56.01652","54.8932","54.96646","54.68563","54.30712"
"2025-12-24 15:15:00","368.3954038"
"2025-12-24 15:30:00","56.015","54.87031","54.97104","54.707","54.475"
"2025-12-24 15:30:00","368.3917664"
"2025-12-24 15:45:00","55.91579","54.92678","55.00614","54.68715","54.62916"
"2025-12-24 15:45:00","368.3972222"
"2025-12-24 16:00:00","56.09894","54.94509","55.00462","54.71463","54.63221"
"2025-12-24 16:00:00","368.3924941"
"2025-12-24 16:15:00","56.07757","54.93898","54.87336","54.75126","54.59558"
"2025-12-24 16:15:00","368.3812185"
"2025-12-24 16:30:00","56.11267","54.96035","55.03819","54.75431","54.60779"
"2025-12-24 16:30:00","368.37958213"
"2025-12-24 16:45:00","56.0852","54.94509","55.04124","54.74362","54.60932"
"2025-12-24 16:45:00","368.3883111"
"2025-12-24 17:00:00","56.10046","54.94356","55.03361","54.61848","54.62916"
"2025-12-24 17:00:00","368.3994047"
"2025-12-24 17:15:00","56.10962","54.9573","55.04124","54.75736","54.63831"
"2025-12-24 17:15:00","368.3804908"
"2025-12-24 17:30:00","56.11267","54.97562","55.04277","54.76499","54.61695"
"2025-12-24 17:30:00","368.3934028"
"2025-12-24 17:45:00","56.12336","54.97867","55.02293","54.77721","54.60627"
"2025-12-24 17:45:00","368.4057697"
"2025-12-24 18:00:00","56.12946","54.96493","55.07787","54.72379","54.41548"
"2025-12-24 18:00:00","368.3868563"
"2025-12-24 18:15:00","56.13251","54.97104","55.06872","54.74362","54.60627"
"2025-12-24 18:15:00","368.4083158"
"2025-12-24 18:30:00","56.1142","54.97256","55.03666","54.73141","54.43685"
"2025-12-24 18:30:00","368.393949"
"2025-12-24 18:45:00","56.11572","54.97256","55.04734","54.75889","54.38954"
"2025-12-24 18:45:00","368.37558065"
"2025-12-24 19:00:00","56.15083","55.03514","54.94662","54.76194","54.39564"
"2025-12-24 19:00:00","368.3994047"
"2025-12-24 19:15:00","56.19357","55.00309","55.07177","54.78789","54.64747"
"2025-12-24 19:15:00","368.4032241"
"2025-12-24 19:30:00","56.19204","55.04277","55.09772","54.78026","54.17587"
"2025-12-24 19:30:00","368.4101342"
"2025-12-24 19:45:00","56.28362","55.04888","55.13893","54.79399","53.70883"
"2025-12-24 19:45:00","368.4219555"
"2025-12-24 20:00:00","56.28973","55.06719","55.12977","54.75889","53.82024"
"2025-12-24 20:00:00","368.4023144"
"2025-12-24 20:15:00","56.31414","55.15114","55.16793","54.8001","53.76987"
"2025-12-24 20:15:00","368.4150449"
"2025-12-24 20:30:00","56.39045","55.14504","55.15725","54.80925","53.7012"
"2025-12-24 20:30:00","368.4332317"
"2025-12-24 20:45:00","56.39351","55.21219","55.16182","54.8001","53.75919"
"2025-12-24 20:45:00","368.4188637"
"2025-12-24 21:00:00","56.44998","55.17861","55.1374","54.80925","53.76682"
"2025-12-24 21:00:00","368.4255928"
"2025-12-24 21:15:00","56.46371","55.20303","55.12825","54.8413","53.66914"
"2025-12-24 21:15:00","368.4248657"
"2025-12-24 21:30:00","56.64992","55.28239","55.27019","54.81536","53.56384"
"2025-12-24 21:30:00","368.4295938"
"2025-12-24 21:45:00","56.75828","55.27171","55.1954","54.79552","53.59436"
"2025-12-24 21:45:00","368.4288661"
"2025-12-24 22:00:00","56.74149","55.26255","55.25645","54.81536","53.62336"
"2025-12-24 22:00:00","368.4286851"
"2025-12-24 22:15:00","56.84528","55.27477","55.2885","54.88404","53.64931"
"2025-12-24 22:15:00","368.4243195"
"2025-12-24 22:30:00","56.92159","55.27324","55.2244","54.98019","53.58673"
